"","state","year","value","total","avg_gdp","perc","region"
"315","Missouri","1997",2598.1,158308,2598.1,0.016411678500139,"mid"
"316","Montana","1963",275,1973.7,275,0.139332218675584,"north"
"317","Montana","1964",220.8,2023.9,220.8,0.10909629922427,"north"
"318","Montana","1965",257.3,2178,257.3,0.118135904499541,"north"
"319","Montana","1966",293.6,2348.6,293.6,0.12501064463936,"north"
"320","Montana","1967",264.9,2362,264.9,0.112150719729043,"north"
"321","Montana","1968",267.1,2530.9,267.1,0.105535580228377,"north"
"322","Montana","1969",323.8,2760.9,323.8,0.117280596906806,"north"
"323","Montana","1970",372.7,2918.7,372.7,0.127693836296982,"north"
"324","Montana","1971",361.1,3143.3,361.1,0.114879267012376,"north"
"325","Montana","1972",511.6,3661,511.6,0.139743239552035,"north"
"326","Montana","1973",795.9,4340.9,795.9,0.183349075076597,"north"
"327","Montana","1974",705.9,4661,705.9,0.151448187084317,"north"
"328","Montana","1975",713.6,5218.4,713.6,0.136746895600184,"north"
"329","Montana","1976",565,6032.1,565,0.093665555942375,"north"
"330","Montana","1977",411.5,6350.3,411.5,0.0648000881848102,"north"
"331","Montana","1978",632.7,7443,632.7,0.085006045949214,"north"
"332","Montana","1979",618.8,8172.5,618.8,0.0757173447537473,"north"
"333","Montana","1980",636.2,8924.9,636.2,0.0712837118623178,"north"
"334","Montana","1981",835.3,10200.5,835.3,0.0818881427381011,"north"
"335","Montana","1982",762.1,10206.5,762.1,0.0746681036594327,"north"
"336","Montana","1983",637.7,10583.7,637.7,0.0602530306036641,"north"
"337","Montana","1984",550.3,11010.2,550.3,0.0499809267769886,"north"
"338","Montana","1985",334.5,10941.2,334.5,0.0305725148978174,"north"
"339","Montana","1986",646.5,10978.7,646.5,0.0588867534407535,"north"
"340","Montana","1987",705.5,11383.3,705.5,0.0619767554224171,"north"
"341","Montana","1988",447.1,11702.9,447.1,0.0382042057951448,"north"
"342","Montana","1989",864.7,12629.7,864.7,0.0684656009248042,"north"
"343","Montana","1990",842.2,13241.9,842.2,0.0636011448508145,"north"
"344","Montana","1991",945.6,13875.2,945.6,0.06815036900369,"north"
"345","Montana","1992",931.4,14936.9,931.4,0.0623556427371141,"north"
"346","Montana","1993",1138.9,16054.4,1138.9,0.0709400538170221,"north"
"347","Montana","1994",913.9,17062.1,913.9,0.0535631604550436,"north"
"348","Montana","1995",877.2,17519.3,877.2,0.0500704936841084,"north"
"349","Montana","1996",887,18118.7,887,0.0489549470988537,"north"
"350","Montana","1997",823.3,18932,823.3,0.0434872174096767,"north"
"351","Nebraska","1963",518.3,4262.1,518.3,0.121606719692171,"mid"
