"","year","state","region","avg","med","total","max","min","pct_chg","nat_avg","pct_diff","nat_pct_chg"
"669",2019,"NEBRASKA","mid",180.318666666667,186.6,13523.9,214.9,109.7,-4.59919792403869,152.508715891961,18.2349911033323,-2.56568231644335
"670",2019,"NORTH DAKOTA","north",120.22,119.25,3606.6,156.3,84.2,-5.38147821316989,152.508715891961,-21.1717184182672,-2.56568231644335
"671",2019,"OKLAHOMA","south",100.170833333333,93.75,2404.1,183.3,37.1,-3.2072341933198,152.508715891961,-34.3179616014239,-2.56568231644335
"672",2019,"SOUTH DAKOTA","north",142.951612903226,144.5,4431.5,177.5,96.8,-3.57020157785695,152.508715891961,-6.26659462237275,-2.56568231644335
"673",2019,"TENNESSEE","south",167.438095238095,171.5,10548.6,201.5,123,2.01938141936981,152.508715891961,9.78919746246515,-2.56568231644335
"674",2019,"TEXAS","south",118.107575757576,110.85,7795.1,213.9,63.2,28.3819652772247,152.508715891961,-22.5568354786723,-2.56568231644335
"675",2019,"WISCONSIN","north",155.963793103448,156.8,9045.9,198.1,111.1,-3.98968349996816,152.508715891961,2.26549492026063,-2.56568231644335
"676",2020,"ARKANSAS","south",180.835714285714,184.15,5063.4,199.3,115.1,5.88426171631631,157.422715895324,14.8726937260811,3.22211092961002
"677",2020,"ILLINOIS","mid",187.543,189.55,18754.3,216.3,152.9,6.64906856657297,157.422715895324,19.1333785174333,3.22211092961002
"678",2020,"INDIANA","mid",184.364444444444,184.25,16592.8,221.9,136.6,13.7520994998115,157.422715895324,17.1142572378404,3.22211092961002
"679",2020,"IOWA","mid",176.03125,179.4,16899,208.3,133.5,-9.23935887017682,157.422715895324,11.820742641138,3.22211092961002
"680",2020,"KANSAS","mid",134.83956043956,135.7,12270.4,202.7,49.9,7.91751329479864,157.422715895324,-14.3455506578732,3.22211092961002
"681",2020,"KENTUCKY","mid",168.357142857143,171.65,14142,210.2,97.5,7.54101726524952,157.422715895324,6.94590161250273,3.22211092961002
"682",2020,"MINNESOTA","north",179.979487179487,187.25,14038.4,216,119.6,6.6229189451938,157.422715895324,14.32879057884,3.22211092961002
"683",2020,"MISSOURI","mid",158.483333333333,164.4,14263.5,206.6,88.7,6.01018486444733,157.422715895324,0.673738495729296,3.22211092961002
"684",2020,"NEBRASKA","mid",176.071428571429,183.05,14790,231.1,65.5,-2.35540677720818,157.422715895324,11.8462653690366,3.22211092961002
"685",2020,"NORTH DAKOTA","north",120.236956521739,116.65,5530.9,187.6,45.7,0.0141045763925485,157.422715895324,-23.6215968973061,3.22211092961002
"686",2020,"OKLAHOMA","south",111.131034482759,103.1,3222.8,192.9,40.2,10.9415094041931,157.422715895324,-29.4059730511487,3.22211092961002
"687",2020,"SOUTH DAKOTA","north",145.938983050847,161,8610.4,194.2,45.7,2.08977715392693,157.422715895324,-7.29483847306537,3.22211092961002
"688",2020,"TENNESSEE","south",161.328787878788,165.55,10647.7,196.7,108.2,-3.64869616476463,157.422715895324,2.48126324161579,3.22211092961002
"689",2020,"TEXAS","south",113.015,101,6780.9,215.6,28,-4.31181126605175,157.422715895324,-28.2092172293942,3.22211092961002
"690",2020,"WISCONSIN","north",163.184615384615,165.3,10607,205.2,120.6,4.62980678879596,157.422715895324,3.66014488857042,3.22211092961002
